Date,Open,High,Low,Close,Volume,AdjClose
11/21/2012,632.69,634.68,632.08,634.42,2667090000,634.42
11/20/2012,632.47,633.71,627.67,632.69,3207160000,632.69
11/19/2012,619.34,632.47,619.34,632.47,3374800000,632.47
11/16/2012,616.65,620.16,611.25,619.03,4045910000,619.03
11/15/2012,618.14,620.1,614.21,616.63,3928870000,616.63
11/14/2012,627.18,629.73,616.74,618.14,4109510000,618.14
11/13/2012,630.2,633.91,625.92,627.02,3455550000,627.02
11/12/2012,630.03,632.66,628.79,630.2,2567540000,630.2
11/9/2012,628.56,635.22,626.41,630.03,3647350000,630.03
11/8/2012,636.27,639.8,628.56,628.56,3779520000,628.56
11/7/2012,653.24,653.24,633.75,636.27,4356490000,636.27
11/6/2012,648.1,655.8,648.1,653.24,3306970000,653.24
11/5/2012,646.84,649.48,644.21,648.1,2921040000,648.1
11/2/2012,653.1,656.08,646.16,646.88,3732480000,646.88
11/1/2012,646.52,653.67,646.52,653.1,3929890000,653.1
10/31/2012,646.07,649.98,643.79,646.52,3577110000,646.52
10/26/2012,647.27,649.34,642.68,646.78,3284910000,646.78
10/25/2012,645.92,651.31,644.03,647.29,3512640000,647.29
10/24/2012,647.08,650.2,645.08,645.76,3385970000,645.76
10/23/2012,657.67,657.67,645.71,646.92,3587670000,646.92
10/22/2012,657.1,658,652.02,657.67,3216220000,657.67
10/19/2012,668.43,668.43,655.66,657.11,3875170000,657.11
10/18/2012,671.17,672.33,666.25,668.47,3880030000,668.47
10/17/2012,667.94,671.86,667.52,671.17,3655320000,671.17
10/16/2012,662.23,669.06,662.23,668.7,3568770000,668.7
10/15/2012,656.98,662.88,656.62,662.23,3483810000,662.23
10/12/2012,658.28,661.1,655.63,656.89,3134750000,656.89
10/11/2012,659.24,663.7,658.28,658.28,3672540000,658.28
10/10/2012,663.37,664.02,658.32,659.24,3225060000,659.24
10/9/2012,669.82,669.91,663.25,663.38,3216320000,663.38
10/8/2012,672.57,672.57,668.44,669.82,2328720000,669.82
10/5/2012,673.27,677.02,670.67,672.57,3172940000,672.57
10/4/2012,668.69,673.98,668.69,673.19,3615860000,673.19
10/3/2012,666.04,670.11,664.35,668.69,3531640000,668.69
10/2/2012,665.91,669.27,662.71,666.04,3321790000,666.04
10/1/2012,664,671.47,664,665.86,3505080000,665.86
9/28/2012,667.3,667.3,661.84,663.8,3509230000,663.8
9/27/2012,660.95,668.77,660.95,667.3,3150330000,667.3
9/26/2012,664.43,664.43,659.81,660.9,3565380000,660.9
9/25/2012,670.95,674.44,664.54,664.56,3739900000,664.56
9/24/2012,672.12,672.74,668.43,670.94,3008920000,670.94
9/21/2012,672.7,675.62,671.93,672.27,4833870000,672.27
9/20/2012,672.33,673.15,667.91,672.65,3382520000,672.65
9/19/2012,671.92,674.59,671.26,672.38,3451360000,672.38
9/18/2012,671.79,672.61,669.69,671.87,3377390000,671.87
9/17/2012,672.65,673.14,670.16,671.87,3482430000,671.87
9/14/2012,670.93,676.65,670.83,672.82,5041990000,672.82
9/13/2012,659.36,672.72,659.36,670.93,4606550000,670.93
9/12/2012,658.02,660.45,657.4,659.33,3641200000,659.33
9/11/2012,656.12,660.09,656.12,658.02,3509630000,658.02
9/10/2012,660.4,660.64,656.09,656.12,3223670000,656.12
9/7/2012,658.14,660.41,657.74,660.41,3717620000,660.41
9/6/2012,645.55,658.35,645.55,658.35,3952870000,658.35
9/5/2012,645.48,647.98,644.41,645.29,3389110000,645.29
9/4/2012,646.4,647.51,641.91,645.55,3200310000,645.55
8/31/2012,643.25,649.69,643.25,646.41,2938250000,646.41
8/30/2012,648.57,648.57,642.54,643.25,2530280000,643.25
8/29/2012,648.53,650.48,647.42,648.64,2571220000,648.64
8/28/2012,648.88,650.56,646.99,648.51,2629090000,648.51
8/27/2012,649.04,651.53,648.4,649,2472500000,649
8/24/2012,644.71,650.13,642.93,649.04,2598790000,649.04
8/23/2012,649.77,649.77,644.12,644.71,3008240000,644.71
8/22/2012,649.51,651.19,646.92,649.9,3062690000,649.9
8/21/2012,652.27,656.1,648.43,649.56,3282950000,649.56
8/20/2012,651.58,652.23,649.7,652.23,2766320000,652.23
8/17/2012,650.58,651.83,650.13,651.58,2922990000,651.58
8/16/2012,646.13,651.56,645.69,650.58,3114100000,650.58
8/15/2012,645.96,647.29,645.12,646.13,2655750000,646.13
8/14/2012,645.7,648.78,644.45,645.96,2930900000,645.96
8/13/2012,646.34,646.34,642.63,645.58,2499990000,645.58
8/10/2012,644.57,646.25,641.27,646.22,2767980000,646.22
8/9/2012,644.68,646.14,642.87,644.66,3119610000,644.66
8/8/2012,644.21,645.66,641.85,644.61,3221790000,644.61
8/7/2012,642.31,646.86,642.31,644.25,3682490000,644.25
8/6/2012,640.64,644.96,640.64,642.1,3122050000,642.1
8/3/2012,629.88,642.2,629.88,640.64,3751170000,640.64
8/2/2012,634.17,634.17,624.73,629.43,4193740000,629.43
8/1/2012,635.74,638.3,633.17,634.28,4440920000,634.28
7/31/2012,637.36,639.08,635.66,635.74,3821570000,635.74
7/30/2012,637.16,640,635.74,637.36,3212060000,637.36
7/27/2012,625.93,638.57,625.93,637.17,4399010000,637.17
7/26/2012,616.12,627.44,616.12,625.92,4429300000,625.92
7/25/2012,616.67,618.66,612.96,615.92,3719170000,615.92
7/24/2012,621.77,622.25,612.2,616.67,3891290000,616.67
7/23/2012,626.57,626.57,615.44,621.74,3717180000,621.74
7/20/2012,632.23,632.23,626.39,626.57,3925020000,626.57
7/19/2012,630.65,633.95,630.18,632.01,4043360000,632.01
7/18/2012,626.39,631.08,624.24,630.26,3642630000,630.26
7/17/2012,621.83,627.13,617.97,626.39,3566680000,626.39
7/16/2012,622.74,623.44,619.75,621.83,2862720000,621.83
7/13/2012,612.68,623.26,612.68,622.83,3212930000,622.83
7/12/2012,615.63,615.63,609.03,612.65,3654440000,612.65
7/11/2012,615.75,617.05,611.94,615.77,3426290000,615.77
7/10/2012,620.19,624.16,613.45,615.76,3470600000,615.76
7/9/2012,620.19,620.56,617.27,620.19,2904860000,620.19
7/6/2012,625.27,625.27,617.25,620.2,2745140000,620.2
7/5/2012,628.5,628.5,623.44,625.55,3041520000,625.55
7/3/2012,625.38,628.99,624.24,628.63,2116390000,628.63
7/2/2012,623.93,625.52,620.78,625.38,3301650000,625.38
6/29/2012,610.02,623.83,610.02,623.82,4590480000,623.82
6/28/2012,610.8,610.8,602.03,609.05,3969370000,609.05
6/27/2012,605.09,611.91,605.09,610.8,3286910000,610.8
6/26/2012,602.36,606.92,600.77,605.08,3412940000,605.08
6/25/2012,611.09,611.09,600.11,602.09,3501820000,602.09
6/22/2012,607.6,612.97,607.6,611.73,5271490000,611.73
6/21/2012,620.25,621.71,606.85,607.42,4094470000,607.42
6/20/2012,620.98,622.63,615.91,620.24,3695700000,620.24
6/19/2012,615.29,623.52,615.29,620.91,3815350000,620.91
6/18/2012,614.74,617.01,611.23,615.29,3259430000,615.29
6/15/2012,609.02,615.1,609.02,614.84,4401570000,614.84
6/14/2012,602.56,611.25,602.06,609,3687720000,609
6/13/2012,605.66,607.67,600.36,602.44,3506510000,602.44
6/12/2012,598.99,605.82,597.96,605.72,3442920000,605.72
6/11/2012,605.62,610.22,598.14,598.73,3537530000,598.73
6/8/2012,600.57,605.69,597.59,605.62,3497190000,605.62
6/7/2012,600.56,606.16,599.54,600.6,4258140000,600.6
6/6/2012,586.41,600.13,586.41,600.13,4268360000,600.13
6/5/2012,584.27,587.39,582.51,586.4,3403230000,586.4
6/4/2012,583.99,585.78,579.26,584.27,4011960000,584.27
6/1/2012,597.29,597.29,583.38,583.83,4669350000,583.83
5/31/2012,598.04,601.73,592.58,597.29,4557620000,597.29
5/30/2012,605.43,605.43,596.76,598.17,3534290000,598.17
5/29/2012,600.09,606.74,600.09,605.65,3441640000,605.65
5/25/2012,601.51,602.41,597.52,599.18,2872660000,599.18
5/24/2012,600.58,603.18,597.03,601.4,3937670000,601.4
5/23/2012,599.88,601.27,590.84,600.55,4108330000,600.55
5/22/2012,599.87,605.25,596.97,600,4123680000,600
5/21/2012,591.94,600.06,591.7,599.84,3786750000,599.84
5/18/2012,595.89,599,590.05,591.61,4512470000,591.61
5/17/2012,603.57,604.3,595.88,595.89,4664280000,595.89
5/16/2012,605.32,610.74,603.38,603.5,4280420000,603.5
5/15/2012,608.6,611.83,604.38,605.32,4114040000,605.32
5/14/2012,615.34,615.34,607.93,608.6,3688120000,608.6
5/11/2012,618.05,620.98,613.66,615.34,3869070000,615.34
5/10/2012,616.24,621.32,616.24,618.05,3727990000,618.05
5/9/2012,620.77,620.77,611.68,616.13,4288540000,616.13
5/8/2012,623.36,623.36,614.4,620.94,4261670000,620.94
5/7/2012,622.33,625.35,620.5,623.36,3559390000,623.36
5/4/2012,632.7,632.7,622.4,622.73,3975140000,622.73
5/3/2012,637.27,637.79,631.56,632.97,4004910000,632.97
5/2/2012,638.64,638.64,633.66,637.27,3803860000,637.27
5/1/2012,635.45,643.29,634.71,638.84,3807950000,638.84
4/30/2012,637.99,637.99,633.71,635.45,3574010000,635.45
4/27/2012,636.85,639.71,635.81,637.99,3645830000,637.99
4/26/2012,632.86,637.83,631.37,636.79,4034700000,636.79
4/25/2012,624.2,633.44,624.2,632.86,3998430000,632.86
4/24/2012,621.47,625.76,621.25,624.15,3617100000,624.15
4/23/2012,626,626,618.09,621.42,3654860000,621.42
4/20/2012,625.3,630.74,625.3,626.1,3833320000,626.1
4/19/2012,629.8,631.66,622.19,625.29,4180020000,625.29
4/18/2012,632.43,632.43,629.23,629.83,3463140000,629.83
4/17/2012,622.32,633.22,622.32,632.41,3456200000,632.41
4/16/2012,622.64,627.03,620.55,622.27,3574780000,622.27
4/13/2012,631.19,631.19,622.4,622.64,3631160000,622.64
4/12/2012,623.16,631.47,623.16,631.19,3618280000,631.19
4/11/2012,619.14,626.07,619.14,623.16,3743040000,623.16
4/10/2012,629.26,630,618.45,619.14,4631730000,619.14
4/9/2012,635.84,635.84,627.53,629.27,3468980000,629.27
4/5/2012,636.12,637.35,633.24,635.84,3303740000,635.84
4/4/2012,642.59,642.59,633.82,636.19,3938290000,636.19
4/3/2012,645.24,645.53,638.77,642.65,3822090000,642.65
4/2/2012,640.68,646.76,638.7,645.29,3572010000,645.29
3/30/2012,638.73,641.6,637.66,640.68,3676890000,640.68
3/29/2012,639.97,639.97,633.53,638.47,3832000000,638.47
3/28/2012,642.39,643.21,636.32,639.98,3892800000,639.98
3/27/2012,644.39,645.52,642.14,642.41,3513640000,642.41
3/26/2012,635.6,644.42,635.6,644.38,3576950000,644.38
3/23/2012,633.77,636.62,631.53,635.57,3472950000,635.57
3/22/2012,637.84,637.84,631.99,633.77,3740590000,633.77
3/21/2012,639.91,640.8,637.35,637.9,3573590000,637.9
3/20/2012,641.04,641.04,636.16,639.89,3695280000,639.89
3/19/2012,637.81,643.03,637.35,641.11,3932570000,641.11
3/16/2012,637.31,638.87,636.57,637.85,5163950000,637.85
3/15/2012,634.62,637.32,633.44,637.31,4271650000,637.31
3/14/2012,633.85,635.85,631.76,633.86,4502280000,633.86
3/13/2012,622.32,633.98,622.32,633.89,4386470000,633.89
3/12/2012,621.24,622.78,619.98,622.22,3081870000,622.22
3/9/2012,619.95,623.51,619.95,621.3,3639470000,621.3
3/8/2012,614.8,621.39,614.8,619.95,3543060000,619.95
3/7/2012,610.57,615.5,610.57,614.43,3580380000,614.43
3/6/2012,619.51,619.51,608.89,610.56,4191060000,610.56
3/5/2012,621.72,621.72,616.91,619.51,3429480000,619.51
3/2/2012,623.15,623.34,620.29,621.72,3283490000,621.72
3/1/2012,619.53,624.2,619.53,623.16,3919240000,623.16
2/29/2012,621.93,625.1,618.38,619.45,4482370000,619.45
2/28/2012,618.86,622.34,618.33,621.92,3579120000,621.92
2/27/2012,617.17,620.88,612.91,618.86,3648890000,618.86
2/24/2012,616.69,618.76,616.53,617.67,3505360000,617.67
2/23/2012,614.52,617.06,611.77,616.69,3786450000,616.69
2/22/2012,616.7,616.7,613.67,614.53,3633710000,614.53
2/21/2012,615.35,618.74,614.66,616.75,3795200000,616.75
2/17/2012,612.69,615.76,612.69,615.06,3717640000,615.06
2/16/2012,606.2,613.72,605.41,613.24,4108880000,613.24
2/15/2012,610.82,612.87,605.73,606.73,4080340000,606.73
2/14/2012,611.52,611.52,606.3,610.82,3889520000,610.82
2/13/2012,607.21,612.28,607.21,611.54,3618040000,611.54
2/10/2012,610.85,610.85,604.58,607.12,3877580000,607.12
2/9/2012,610.37,612.39,608.38,611.1,4209890000,611.1
2/8/2012,608.93,610.45,606.59,610.38,4096730000,610.38
2/7/2012,607.71,609.95,604.13,608.93,3742460000,608.93
2/6/2012,606.62,607.87,603.99,607.83,3379700000,607.83
2/3/2012,598.93,607.14,598.93,606.89,4608550000,606.89
2/2/2012,598.13,600.25,596.74,598.54,4120920000,598.54
2/1/2012,593.83,601.15,593.83,598.02,4504360000,598.02
1/31/2012,594.59,597.83,591.31,593.83,4235550000,593.83
1/30/2012,595.21,595.21,588.61,594.51,3659010000,594.51
1/27/2012,596.56,596.97,593.44,595.37,4007380000,595.37
1/26/2012,599.63,602.8,594.47,596.62,4522070000,596.62
1/25/2012,594.28,600.63,592.06,599.6,4410910000,599.6
1/24/2012,595.88,595.88,591.37,594.44,3693560000,594.44
1/23/2012,595.88,598.55,593.2,595.89,3770910000,595.89
1/20/2012,594.93,595.97,592.59,595.95,3912620000,595.95
1/19/2012,592.52,595.39,592.45,594.93,4465890000,594.93
1/18/2012,586.23,592.55,585.13,592.52,4096160000,592.52
1/17/2012,584.84,590.36,584.84,586.26,4010490000,586.26
1/13/2012,586.66,586.66,579.02,584.28,3692370000,584.28
1/12/2012,586.02,587.96,583.15,587,4019890000,587
1/11/2012,585.87,586.65,582.69,586.02,3968120000,586.02
1/10/2012,582.03,588.43,582.03,585.89,4221960000,585.89
1/9/2012,580.53,582.49,579.37,581.88,3371600000,581.88
1/6/2012,582.3,582.75,578.6,580.53,3656830000,580.53
1/5/2012,581.29,583.38,576.08,582.36,4315950000,582.36
1/4/2012,580.56,581.87,576.77,581.29,3592580000,581.29
1/3/2012,570.79,582.75,570.79,580.56,3943710000,580.56
12/30/2011,573.01,573.65,570.69,570.79,2271850000,570.79
12/29/2011,566.99,573.37,566.99,573.15,2278130000,573.15
12/28/2011,573.53,573.82,566.46,566.96,2349980000,566.96
12/27/2011,573.96,575.81,572.79,573.51,2130590000,573.51
12/23/2011,568.57,574.05,568.57,574,2233830000,574
12/22/2011,564.15,569.01,564.15,568.53,3492250000,568.53
12/21/2011,563.13,564.68,558,564.09,3582780000,564.09
12/20/2011,547.54,563.9,547.54,563.13,4055590000,563.13
12/19/2011,553.61,555.54,546.1,547.54,3659820000,547.54
12/16/2011,551.87,558.31,551.64,553.61,5345800000,553.61
12/15/2011,550.35,556.7,550.35,551.87,3810340000,551.87
12/14/2011,556.38,556.38,549.01,550.35,4298290000,550.35
12/13/2011,560.26,566.33,553.59,556.38,4121570000,556.38
12/12/2011,568.17,568.17,556,560.01,3600570000,560.01
12/9/2011,559.17,569.59,559.17,568.17,3830610000,568.17
12/8/2011,570.31,570.31,557.77,559.17,4298370000,559.17
12/7/2011,568.43,573.1,563.2,570.31,4160540000,570.31
12/6/2011,567.4,571.93,565.91,568.43,3734230000,568.43
12/5/2011,561.85,571.36,561.85,567.4,4148060000,567.4
12/2/2011,561.49,568.19,561.49,561.85,4144310000,561.85
12/1/2011,561.96,563.41,558.63,561.13,3818680000,561.13
11/30/2011,539.24,561.98,539.24,561.96,5801910000,561.96
11/29/2011,537.19,542.63,537.14,538.95,3992650000,538.95
11/28/2011,522.27,539.15,522.27,537.21,3920750000,537.21
11/25/2011,524.03,529.14,522.27,522.27,1664200000,522.27
11/23/2011,535.22,535.22,524.03,524.03,3798940000,524.03
11/22/2011,537.24,538.98,532.65,535.36,3911710000,535.36
11/21/2011,547.8,547.8,533.2,537.24,4050070000,537.24
11/18/2011,548.06,551.33,546.04,547.8,3827610000,547.8
11/17/2011,556.07,557.24,544.82,548.07,4596450000,548.07
11/16/2011,565.3,566.25,555.56,556.18,4085010000,556.18
11/15/2011,562.69,568.32,559.89,565.3,3599300000,565.3
11/14/2011,567.79,567.79,560.38,562.72,3219680000,562.72
11/11/2011,557.69,569.28,557.69,567.79,3357850000,567.79
11/10/2011,553.05,560.65,552.52,557.71,4002760000,557.71
11/9/2011,572.04,572.04,551.68,553.05,4659740000,553.05
11/8/2011,566.21,573.84,564.26,573.03,3908490000,573.03
11/7/2011,561.98,566.45,557.14,566.21,3429740000,566.21
11/4/2011,566.1,566.1,556.52,561.97,3830650000,561.97
11/3/2011,556.21,567.25,555.48,566.31,4849140000,566.31
11/2/2011,548.47,557.91,548.47,556.05,4110530000,556.05
11/1/2011,563.37,563.37,546.79,547.9,5645540000,547.9
10/31/2011,577.22,577.22,563.31,563.37,4310210000,563.37
10/28/2011,577.15,578.25,573.87,577.38,4536690000,577.38
10/27/2011,560.31,580.67,560.31,577.3,6367610000,577.3
10/26/2011,553.72,560.98,550.19,559.44,4873530000,559.44
10/25/2011,564.24,564.24,552.88,553.95,4473970000,553.95
10/24/2011,558.47,565.43,558.47,564.24,4309380000,564.24
10/21/2011,549.83,559.14,549.83,558.47,4980770000,558.47
10/20/2011,547.48,551.78,542.23,549.83,4870290000,549.83
10/19/2011,553.28,556.04,545.73,547.38,4846390000,547.38
10/18/2011,543.98,558.19,540.51,554.59,4840170000,554.59
10/17/2011,554.39,554.39,543.04,544.1,4300700000,544.1
10/14/2011,545.01,554.65,545.01,554.6,4116690000,554.6
10/13/2011,546.68,546.68,539.85,544.92,4436270000,544.92
10/12/2011,541.31,552.27,541.31,546.63,5355360000,546.63
10/11/2011,540.96,543.12,537.76,541.31,4424500000,541.31
10/10/2011,523.36,540.9,523.36,540.88,4446800000,540.88
10/7/2011,526.84,529.87,521.21,523.36,5580380000,523.36
10/6/2011,518.26,527.05,514.16,526.73,5098330000,526.73
10/5/2011,509.88,519.13,505.95,518.27,2510620000,518.27
10/4/2011,500.09,510.63,488.67,509.88,3714670000,509.88
10/3/2011,513.35,516.82,499.96,500.09,5670340000,500.09
9/30/2011,525.69,525.69,513.32,513.37,4416790000,513.37
9/29/2011,521.34,531.91,516.8,525.69,5285740000,525.69
9/28/2011,529.82,534.57,520.18,520.51,4787920000,520.51
9/27/2011,525.09,538.76,525.09,529.82,5548130000,529.82
9/26/2011,512.76,525.43,511.12,524.74,4762830000,524.74
9/23/2011,509.19,514.69,505.68,512.53,5639930000,512.53
9/22/2011,526.34,526.34,502.64,509.56,6703140000,509.56
9/21/2011,540.83,542.99,526.05,526.34,4728550000,526.34
9/20/2011,541.6,548.15,540.5,540.81,4315610000,540.81
9/19/2011,546.43,546.43,534.29,541.44,4254190000,541.44
9/16/2011,543.1,547.8,541.19,546.43,5248890000,546.43
9/15/2011,534.14,543.13,534.14,543.13,4479730000,543.13
9/14/2011,527.2,539.92,522.88,533.76,4986740000,533.76
9/13/2011,523.36,528.81,521.04,527.02,4681370000,527.02
9/12/2011,519.37,523.26,511.64,523.2,5168550000,523.2
9/9/2011,533.02,533.02,517.15,519.54,4586370000,519.54
9/8/2011,538.37,541.41,532.42,533.35,4465170000,533.35
9/7/2011,524.9,538.67,524.9,538.67,4441040000,538.67
9/6/2011,528.88,528.88,514.11,524.83,5103980000,524.83
9/2/2011,541.98,541.98,527.28,528.88,4401740000,528.88
9/1/2011,548.12,552.63,541.78,541.98,4780410000,541.98
8/31/2011,546.02,553.16,543.81,548.01,5267840000,548.01
8/30/2011,545.02,549,538.77,545.77,4572570000,545.77
8/29/2011,531.51,545.22,531.51,545.11,4228070000,545.11
8/26/2011,524.63,533.74,514.74,531.51,5035320000,531.51
8/25/2011,531.38,538.5,522.89,524.82,5748420000,524.82
8/24/2011,525.48,532.56,522.93,532.04,5315310000,532.04
8/23/2011,508.67,525.48,508.67,525.48,5013170000,525.48
8/22/2011,509.97,518.74,507.47,508.67,5436260000,508.67
